player_id,player_name,age,nationality,team,jersey_number,position,height_cm,weight_kg,preferred_foot,club_name,market_value_eur,match_id,match_date,stadium,city,opponent_team,tournament_stage,match_result,goals_team,goals_opponent,minutes_played,goals,assists,shots,shots_on_target,expected_goals_xg,expected_assists_xa,key_passes,successful_passes,total_passes,pass_accuracy,dribbles_attempted,successful_dribbles,crosses,successful_crosses,tackles,interceptions,clearances,blocks,aerial_duels_won,aerial_duels_lost,recoveries,defensive_actions,fouls_committed,fouls_suffered,yellow_cards,red_cards,offsides,saves,save_percentage,punches,clean_sheet,goals_conceded,penalty_saves,distance_covered_km,sprint_distance_km,top_speed_kmh,accelerations,decelerations,stamina_score,player_rating,performance_score,offensive_contribution,defensive_contribution,possession_impact,pressure_resistance,creativity_score,consistency_score,clutch_performance_score,total_goals_tournament,total_assists_tournament,total_minutes_tournament,player_of_match_awards,tournament_rating
P01058,Hakim Aguerd,21,Moroccan,Morocco,18,Midfielder,182,78,Left,TP Mazembe,16376317,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,77,0,0,1,0,0.0,0.0,0,44,47,0.95,2,1,0,0,2,0,0,0,0,1,6,2,2,0,0,0,0,0,0.0,0,0,0,0,8.6,1.2,34.0,19,12,86.1,7.1,71.1,47.9,44.2,7.3,77.4,67.1,84.6,49.4,0,0,59,0,7.3
P01050,Noussair El Khannouss,23,Moroccan,Morocco,10,Defender,180,74,Left,Club Africain,2970061,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,84,0,0,0,0,0.06,0.0,1,25,30,0.86,1,0,1,0,3,0,3,1,6,0,5,7,2,0,0,0,0,0,0.0,0,0,0,0,7.7,0.9,33.1,37,22,90.8,5.8,54.6,16.7,68.8,3.4,23.5,39.0,39.0,72.3,1,0,248,0,5.9
P01065,Yassine Amrabat,31,Moroccan,Morocco,25,Forward,181,77,Left,Club Africain,93873778,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,49,0,0,1,0,0.2,0.0,3,22,33,0.69,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,4.5,0.4,33.0,12,12,81.5,6.8,66.8,88.6,26.8,7.8,72.8,74.8,75.3,59.0,1,2,244,0,6.4
P01066,Hakim Ziyech,19,Moroccan,Morocco,26,Forward,188,81,Right,TP Mazembe,73476489,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,90,0,0,1,0,0.24,0.0,2,33,45,0.74,6,2,0,0,0,1,0,0,2,2,3,1,3,1,0,0,1,0,0.0,0,0,0,0,9.6,1.4,33.9,22,32,86.5,7.2,75.0,99.0,31.0,13.4,91.1,87.6,97.1,42.8,2,2,444,0,7.1
P01064,Sofyan Saiss,32,Moroccan,Morocco,24,Forward,186,76,Right,MC Alger,10549298,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,33,0,0,0,0,0.0,0.01,0,3,4,0.85,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,3.3,0.4,30.9,13,11,65.2,5.2,54.5,36.6,28.3,0.5,36.8,34.4,47.0,52.4,1,2,346,0,5.0
P01047,Sofyan Hakimi,27,Moroccan,Morocco,7,Defender,183,77,Right,Zamalek,2957986,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,42,0,0,0,0,0.0,0.0,0,11,14,0.85,0,0,1,0,1,2,2,1,1,0,2,6,1,0,0,0,0,0,0.0,0,0,0,0,3.4,0.5,32.1,22,15,94.5,5.5,53.8,20.2,56.8,1.4,51.1,22.3,51.3,54.9,1,0,169,0,5.6
P01057,Yassine El Yamiq,19,Moroccan,Morocco,17,Midfielder,177,77,Right,Al-Hilal Omdurman,21194147,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,15,0,1,1,0,0.0,0.02,0,22,25,0.89,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0,3.0,0.4,31.1,2,4,91.5,6.6,70.6,92.9,71.9,2.8,90.8,86.5,99.0,34.5,0,3,279,0,6.2
P01056,Sofyan Chair,28,Moroccan,Morocco,16,Midfielder,191,79,Left,Gor Mahia,19794234,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,15,0,0,0,0,0.0,0.0,0,12,14,0.91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,3.0,0.4,31.9,1,3,99.0,5.7,53.9,72.8,39.7,2.5,83.0,72.7,98.5,49.9,1,5,406,0,5.9
P01060,Selim Saiss,21,Moroccan,Morocco,20,Midfielder,186,82,Right,Al-Hilal Omdurman,62179334,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,39,0,0,0,0,0.01,0.0,0,30,36,0.85,2,1,0,0,1,0,0,1,1,0,1,2,1,0,0,0,0,0,0.0,0,0,0,0,4.2,0.5,30.3,15,12,82.3,7.2,66.5,84.3,85.0,4.5,96.6,96.7,99.0,52.4,2,0,325,0,7.2
P01049,Hakim Ezzalzouli,26,Moroccan,Morocco,9,Defender,184,73,Right,Wydad Casablanca,79514063,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,80.0,0.0,0.0,35.8,99.0,0.0,85.3,36.1,99.0,68.5,0,0,215,0,0.0
P01055,Nayef Saibari,24,Moroccan,Morocco,15,Midfielder,175,70,Right,ASEC Mimosas,3938028,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,83.7,0.0,0.0,47.4,43.3,0.0,45.5,47.2,48.6,41.9,2,0,250,0,0.0
P01061,Achraf El Yamiq,21,Moroccan,Morocco,21,Forward,181,72,Right,Wydad Casablanca,21996955,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,68.7,0.0,2.7,70.7,21.8,0.0,67.1,66.1,64.7,51.0,0,0,261,0,0.0
P01053,Achraf Amellah,24,Moroccan,Morocco,13,Midfielder,186,77,Left,JS Kabylie,20874115,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,68.4,0.0,0.0,70.2,39.4,0.0,74.7,68.5,66.5,67.8,0,0,187,0,0.0
P01044,Achraf Bounou,29,Moroccan,Morocco,4,Defender,190,79,Right,Orlando Pirates,13987052,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,73.5,0.0,0.4,38.1,75.8,0.0,72.2,26.1,62.4,60.1,0,0,254,0,0.0
P01046,Nayef Boufal,28,Moroccan,Morocco,6,Defender,183,76,Right,Al-Masry,5261191,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,85.0,0.0,0.5,30.0,48.0,0.0,59.3,32.8,40.6,56.7,0,0,245,0,0.0
P01051,Selim Benoun,24,Moroccan,Morocco,11,Defender,185,75,Left,Gor Mahia,6526379,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,59.8,0.0,0.0,45.1,70.5,0.0,72.4,33.2,67.0,63.3,0,0,395,0,0.0
P01052,Azzedine Riad,24,Moroccan,Morocco,12,Defender,184,76,Left,Gor Mahia,6360926,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,81.2,0.0,3.3,43.0,86.7,0.0,54.2,26.0,55.1,36.2,0,0,162,0,0.0
P01042,Romain Amrabat,26,Moroccan,Morocco,2,Goalkeeper,187,73,Right,ASEC Mimosas,3417291,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,86.9,0.0,0.0,11.4,60.5,0.0,63.6,35.8,40.8,69.9,0,0,374,0,0.0
P01043,Nayef Ziyech,28,Moroccan,Morocco,3,Goalkeeper,189,78,Left,Mamelodi Sundowns,1555212,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,76.7,0.0,1.0,12.0,46.5,0.0,44.5,45.2,42.2,45.9,0,0,318,0,0.0
P01017,Idrissa Sarr,28,Senegalese,Senegal,3,Goalkeeper,189,82,Right,Orlando Pirates,975312,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,66,0,0,0,0,0.0,0.0,1,16,21,0.78,0,0,0,0,0,0,1,0,2,0,4,1,3,1,0,0,0,3,0.74,1,1,0,0,6.9,1.0,26.0,19,19,95.8,6.6,59.9,10.7,49.2,2.6,41.2,9.1,35.9,67.5,0,0,127,0,6.4
P01031,Boulaye Diouf,30,Senegalese,Senegal,17,Midfielder,176,71,Left,ASEC Mimosas,7754653,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,83,0,0,0,0,0.01,0.03,1,35,43,0.82,2,1,0,0,2,2,0,0,2,1,3,4,0,1,0,0,0,0,0.0,0,0,0,0,10.7,1.1,28.4,32,25,77.4,6.4,65.4,44.1,31.1,3.8,39.0,48.1,37.0,48.7,1,1,346,0,6.1
P01036,Kalidou Faye,25,Senegalese,Senegal,22,Forward,165,66,Right,Mamelodi Sundowns,4846987,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,55,0,0,1,0,0.01,0.06,0,9,11,0.9,1,0,0,0,1,0,1,0,1,0,1,2,1,0,0,0,2,0,0.0,0,0,0,0,5.7,0.7,33.6,15,12,99.0,6.5,64.6,48.1,33.6,0.8,56.7,52.9,47.5,32.6,2,3,356,0,7.1
P01030,Edouard Ndiaye,30,Senegalese,Senegal,16,Midfielder,177,74,Left,JS Kabylie,6919469,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,90,0,0,2,0,0.0,0.16,1,55,66,0.84,1,0,2,0,2,2,0,0,3,0,6,4,1,1,0,0,0,0,0.0,0,0,0,0,8.8,1.0,35.9,28,24,82.0,7.0,65.3,57.9,75.9,10.9,55.3,63.4,67.5,78.6,0,3,364,0,6.9
P01023,Pape Gomis,22,Senegalese,Senegal,9,Defender,175,74,Left,ASEC Mimosas,55313325,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,71,0,0,1,0,0.0,0.0,3,40,50,0.81,0,0,1,0,6,3,2,0,2,1,7,11,1,0,0,0,0,0,0.0,0,0,0,0,8.1,0.9,31.4,20,18,84.2,5.6,52.6,45.7,89.4,11.6,87.2,42.0,88.9,56.3,0,1,244,0,5.8
P01037,Idrissa Seck,31,Senegalese,Senegal,23,Forward,163,71,Right,Kaizer Chiefs,6123607,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,77,0,0,1,0,0.0,0.0,1,10,16,0.67,2,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0.0,0,0,0,0,7.1,0.7,36.3,21,27,71.3,6.4,69.0,43.9,9.6,1.2,38.4,32.6,47.5,62.6,1,3,302,0,6.6
P01019,Kalidou Mendy,25,Senegalese,Senegal,5,Defender,179,75,Right,ES Tunis,8887392,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,78,0,0,0,0,0.0,0.0,0,39,47,0.85,1,0,1,0,7,2,6,1,2,0,5,16,1,0,0,0,0,0,0.0,0,0,0,0,9.8,0.9,32.3,25,16,95.2,6.4,64.7,33.3,69.0,5.3,69.0,39.9,60.9,52.9,0,0,241,0,5.9
P01034,Ismaila Koulibaly,25,Senegalese,Senegal,20,Midfielder,177,72,Right,Zamalek,1872776,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,81,0,0,1,0,0.0,0.2,1,35,41,0.87,2,1,3,1,3,0,1,0,1,0,2,4,0,0,0,0,0,0,0.0,0,0,0,0,8.1,0.7,32.0,26,19,96.2,4.9,47.6,43.9,24.2,4.4,49.1,52.3,50.8,66.9,0,0,130,0,4.9
P01038,Edouard Koulibaly,34,Senegalese,Senegal,24,Forward,170,71,Left,Mamelodi Sundowns,8684872,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,82,0,0,0,0,0.02,0.01,0,17,23,0.78,2,1,0,0,1,1,1,1,2,0,1,4,0,0,0,0,0,0,0.0,0,0,0,0,7.3,0.8,34.6,24,20,83.4,6.0,58.1,47.5,24.5,1.6,33.0,47.9,37.9,68.0,0,1,236,0,5.7
P01039,Boulaye Mendy,24,Senegalese,Senegal,25,Forward,180,77,Left,ES Tunis,13286443,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,68,1,0,2,0,0.1,0.0,0,13,21,0.63,3,1,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0,7.5,1.0,30.7,15,22,92.9,6.6,67.1,79.5,34.6,2.1,58.3,66.4,53.3,50.7,1,1,539,1,7.0
P01033,Ferland Seck,23,Senegalese,Senegal,19,Midfielder,185,79,Right,Wydad Casablanca,2884880,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,65,0,0,0,0,0.0,0.03,0,36,38,0.95,1,0,1,0,2,0,0,0,2,0,3,2,0,0,0,0,0,0,0.0,0,0,0,0,6.9,0.8,31.1,17,18,72.9,5.0,53.4,44.3,36.2,4.1,51.9,31.3,47.8,47.3,0,1,293,0,4.2
P01026,Moussa Fall,30,Senegalese,Senegal,12,Defender,183,77,Right,Gor Mahia,9111599,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,29,0,0,0,0,0.0,0.0,0,12,16,0.81,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,3.0,0.3,34.1,8,6,89.5,6.4,69.3,41.7,84.7,1.4,71.5,26.8,91.1,42.1,1,0,226,0,6.7
P01020,Idrissa N'Diaye,22,Senegalese,Senegal,6,Defender,182,80,Left,Gor Mahia,44159910,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,40,0,0,0,0,0.0,0.0,0,22,29,0.79,0,0,1,0,1,0,3,0,0,3,4,4,0,0,0,0,0,0,0.0,0,0,0,0,4.4,0.6,31.2,14,9,97.9,7.3,75.5,36.9,99.0,4.7,68.7,24.1,71.4,70.4,0,0,265,0,7.2
P01022,Boulaye Niang,36,Senegalese,Senegal,8,Defender,180,75,Left,ASEC Mimosas,23882475,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,45,0,1,0,0,0.21,0.0,0,31,35,0.9,1,0,1,0,1,2,5,0,2,0,6,8,1,0,0,0,0,0,0.0,0,0,0,0,4.1,0.5,33.9,11,9,84.0,7.2,72.9,36.7,99.0,6.9,99.0,45.3,85.7,46.7,1,1,294,0,7.1
P01029,Idrissa Dia,22,Senegalese,Senegal,15,Midfielder,182,74,Right,ES Tunis,8228535,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,24,0,0,0,0,0.0,0.0,1,15,19,0.83,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.0,0,0,0,0,3.0,0.3,35.5,10,4,99.0,6.7,63.1,61.6,45.8,3.9,58.1,71.1,71.1,57.0,0,0,65,0,6.7
P01025,Ismaila Ba,29,Senegalese,Senegal,11,Defender,185,81,Left,Al-Masry,84380961,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,39,0,0,0,0,0.0,0.0,0,25,30,0.85,1,0,2,0,2,1,0,0,1,0,3,3,0,1,0,0,0,0,0.0,0,0,0,0,3.8,0.5,32.7,8,5,84.3,7.5,73.5,46.7,99.0,5.7,99.0,48.5,99.0,38.9,0,0,401,0,7.6
P01021,Edouard Cisse,31,Senegalese,Senegal,7,Defender,187,80,Right,Raja Casablanca,8146955,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,67.0,0.0,0.2,32.3,86.0,0.0,77.6,41.6,70.8,79.5,0,0,218,0,0.0
P01024,Ferland Sow,32,Senegalese,Senegal,10,Defender,182,75,Left,Gor Mahia,24985556,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,93.0,0.0,0.0,16.5,68.0,0.0,55.5,36.5,76.4,43.4,0,0,243,0,0.0
P01040,Pape Sarr,27,Senegalese,Senegal,26,Forward,186,78,Right,Orlando Pirates,44198676,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,73.3,0.0,0.0,99.0,22.0,0.0,99.0,99.0,99.0,66.5,1,1,172,0,0.0
P01035,Sadio Diouf,24,Senegalese,Senegal,21,Forward,180,71,Right,TP Mazembe,31138172,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,61.1,0.0,0.0,86.8,21.0,0.0,59.5,83.7,75.3,56.7,0,0,212,0,0.0
P01032,Pape Faye,22,Senegalese,Senegal,18,Midfielder,178,74,Left,TP Mazembe,4603871,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,61.0,0.0,4.1,41.7,46.3,0.0,41.6,47.8,34.5,62.2,0,0,139,0,0.0
P01028,Kalidou Diallo,21,Senegalese,Senegal,14,Midfielder,182,79,Right,MC Alger,21460633,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,78.5,0.0,2.0,65.3,51.4,0.0,70.3,66.9,71.3,42.7,1,1,260,0,0.0
P01027,Sadio Sabaly,25,Senegalese,Senegal,13,Midfielder,174,73,Right,Al-Hilal Omdurman,3633424,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,77.7,0.0,0.0,41.6,22.3,0.0,46.0,64.7,46.7,48.5,0,1,209,0,0.0
P01018,Sadio Diatta,28,Senegalese,Senegal,4,Defender,181,77,Right,Kaizer Chiefs,8080708,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,70.4,0.0,2.5,16.9,48.5,0.0,43.4,34.0,46.2,61.9,0,0,202,0,0.0
P01016,Kalidou Mendy,25,Senegalese,Senegal,2,Goalkeeper,191,79,Right,TP Mazembe,31261966,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,78.1,0.0,0.0,6.2,99.0,0.0,99.0,41.9,99.0,36.2,0,0,235,0,0.0
P01015,Sadio Koulibaly,24,Senegalese,Senegal,1,Goalkeeper,185,79,Right,MC Alger,84425124,M00003,2026-07-04,Gillette Stadium,Boston,Morocco,Group Stage,W,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,70.1,0.0,2.3,7.9,99.0,0.0,99.0,17.4,99.0,22.6,0,0,337,0,0.0
P01172,Ismael Brahimi,34,Algerian,Algeria,2,Goalkeeper,187,80,Right,ES Tunis,14485120,M00004,2026-06-13,Lincoln Financial Field,Philadelphia,Italy,Group Stage,W,2,0,66,0,0,0,0,0.0,0.0,0,10,14,0.75,0,0,0,0,0,2,2,0,1,0,1,4,0,2,0,0,0,1,0.59,0,1,0,0,6.1,0.9,31.5,9,14,99.0,6.4,70.4,6.7,76.0,1.7,48.1,30.3,65.2,51.3,0,0,210,0,6.5
P01196,Ramiz Mandrea,23,Algerian,Algeria,26,Forward,185,75,Left,Kaizer Chiefs,13914095,M00004,2026-06-13,Lincoln Financial Field,Philadelphia,Italy,Group Stage,W,2,0,88,2,0,3,1,0.09,0.0,0,27,37,0.73,1,0,0,0,0,2,0,0,1,0,3,2,2,0,0,0,1,0,0.0,0,0,0,0,10.5,1.2,28.9,20,20,91.4,6.8,68.2,70.0,27.4,4.0,66.7,59.2,73.9,57.3,3,1,421,0,7.3
P01193,Sofiane Kara,24,Algerian,Algeria,23,Forward,181,71,Right,TP Mazembe,10715789,M00004,2026-06-13,Lincoln Financial Field,Philadelphia,Italy,Group Stage,W,2,0,66,0,0,0,0,0.0,0.0,0,11,17,0.67,0,0,0,0,0,1,0,0,1,0,3,1,1,0,0,0,0,0,0.0,0,0,0,0,7.5,0.9,32.4,23,16,79.1,5.8,58.6,51.4,26.4,1.7,32.4,41.0,48.0,70.1,1,0,135,0,5.7
P01178,Houssem Belkebla,36,Algerian,Algeria,8,Defender,181,82,Left,Al Ahly,9696289,M00004,2026-06-13,Lincoln Financial Field,Philadelphia,Italy,Group Stage,W,2,0,72,0,0,0,0,0.02,0.0,1,36,43,0.85,0,0,0,0,4,2,2,0,3,0,6,8,0,0,0,0,0,0,0.0,0,0,0,0,6.6,0.7,34.5,17,21,87.1,6.5,66.6,32.6,78.8,7.8,68.2,30.2,65.8,50.9,0,0,468,0,6.7
P01186,Yacine Benkhemassa,25,Algerian,Algeria,16,Midfielder,177,72,Left,Raja Casablanca,10597938,M00004,2026-06-13,Lincoln Financial Field,Philadelphia,Italy,Group Stage,W,2,0,67,0,0,0,0,0.0,0.04,2,44,52,0.86,4,1,2,0,1,1,0,1,1,0,4,3,1,0,0,0,0,0,0.0,0,0,0,0,8.4,0.9,33.6,12,15,99.0,5.3,55.7,68.9,41.4,8.5,71.7,63.8,62.4,55.9,0,0,194,0,5.0
P01183,Riyad Benrahma,30,Algerian,Algeria,13,Midfielder,181,71,Right,MC Alger,67041277,M00004,2026-06-13,Lincoln Financial Field,Philadelphia,Italy,Group Stage,W,2,0,70,0,0,3,1,0.0,0.0,1,47,55,0.86,2,0,1,0,2,3,3,1,0,0,7,9,1,1,1,0,0,0,0.0,0,0,0,0,5.4,0.8,32.2,17,17,91.1,6.8,66.1,84.4,65.6,13.6,72.7,64.5,99.0,65.6,1,3,508,0,7.2
P01179,Ramiz Slimani,29,Algerian,Algeria,9,Defender,192,81,Right,Mamelodi Sundowns,3261743,M00004,2026-06-13,Lincoln Financial Field,Philadelphia,Italy,Group Stage,W,2,0,74,0,0,0,0,0.0,0.0,0,15,20,0.79,1,0,0,0,1,0,7,1,6,1,3,9,1,0,0,0,0,0,0.0,0,0,0,0,10.2,1.3,36.4,25,22,84.2,7.1,70.0,25.3,46.0,1.7,40.9,21.6,50.8,66.6,1,0,551,0,7.2
P01176,Sofiane Zerrouki,31,Algerian,Algeria,6,Defender,179,73,Right,Al Ahly,2784708,M00004,2026-06-13,Lincoln Financial Field,Philadelphia,Italy,Group Stage,W,2,0,90,0,0,1,0,0.0,0.0,1,31,37,0.85,0,0,1,0,2,4,4,1,3,0,5,11,1,1,0,0,1,0,0.0,0,0,0,0,9.6,1.1,30.3,22,27,83.3,5.9,53.3,20.2,48.7,5.3,43.2,45.5,60.0,44.0,0,0,149,0,5.9
P01189,Adam Kara,21,Algerian,Algeria,19,Midfielder,177,75,Right,Kaizer Chiefs,16623778,M00004,2026-06-13,Lincoln Financial Field,Philadelphia,Italy,Group Stage,W,2,0,90,0,1,0,0,0.0,0.06,4,39,47,0.84,3,1,6,2,0,2,1,1,3,1,5,4,0,2,0,0,0,0,0.0,0,0,0,0,12.5,1.2,31.1,25,24,97.5,7.8,81.8,62.7,61.9,12.0,56.3,65.7,88.0,36.2,1,3,343,1,7.9
P01194,Yacine Bennacer,30,Algerian,Algeria,24,Forward,185,77,Left,TP Mazembe,46357247,M00004,2026-06-13,Lincoln Financial Field,Philadelphia,Italy,Group Stage,W,2,0,69,0,0,2,0,0.0,0.0,5,14,20,0.72,1,0,0,0,1,0,0,0,4,0,2,1,1,0,0,0,2,0,0.0,0,0,0,0,7.2,0.7,32.6,20,17,99.0,6.1,64.8,65.2,22.9,6.6,73.7,53.3,75.4,76.9,2,2,288,0,6.4
P01182,Islam Touzi,19,Algerian,Algeria,12,Defender,178,69,Right,Al Ahly,1744100,M00004,2026-06-13,Lincoln Financial Field,Philadelphia,Italy,Group Stage,W,2,0,86,0,0,0,0,0.0,0.07,0,39,45,0.87,0,0,0,0,2,3,4,0,2,0,4,9,0,0,0,0,0,0,0.0,0,0,0,0,9.3,1.2,34.6,20,17,76.3,5.0,51.9,18.8,55.0,4.3,34.6,26.1,47.7,40.2,0,0,254,0,5.3
